Region,ItemDescription,TransactionDate,Length8Foot,Length10Foot,Length12Foot,Length14Foot,Length16Foot,Length18Foot,Length20Foot
East,2x10 #1,2025-03-28,405,415,470,430,450,355,590
East,2x12 #1,2025-03-28,535,440,440,415,485,470,1045
East,2x4 #2,2025-03-28,520,475,455,500,500,445,425
East,2x6 #2,2025-03-28,335,355,365,385,380,355,345
East,2x8 #2,2025-03-28,350,345,365,365,375,335,355
East,2x10 #2,2025-03-28,345,360,380,385,380,325,360
East,2x12 #2,2025-03-28,290,325,350,310,415,395,680
West,2x4 #1,2025-04-04,470,425,440,455,535,450,470
West,2x6 #1,2025-04-04,365,385,420,410,435,380,405
West,2x8 #1,2025-04-04,365,370,400,355,395,345,410
West,2x10 #1,2025-04-04,380,430,430,370,420,330,525
West,2x12 #1,2025-04-04,535,530,420,440,510,460,790
West,2x4 #2,2025-04-04,455,405,405,425,465,405,420
West,2x6 #2,2025-04-04,350,355,390,370,385,350,355
West,2x8 #2,2025-04-04,335,315,325,340,365,320,355
West,2x10 #2,2025-04-04,315,320,320,325,340,275,310
West,2x12 #2,2025-04-04,335,385,370,415,495,445,650
Central,2x4 #1,2025-04-04,495,460,465,500,500,450,445
Central,2x6 #1,2025-04-04,370,400,415,405,420,400,420
Central,2x8 #1,2025-04-04,375,395,395,400,380,370,380
Central,2x10 #1,2025-04-04,370,450,425,400,430,350,555
Central,2x12 #1,2025-04-04,490,520,485,445,500,605,945
Central,2x4 #2,2025-04-04,455,410,415,445,460,400,420
Central,2x6 #2,2025-04-04,340,355,345,345,350,350,345
Central,2x8 #2,2025-04-04,325,330,330,350,335,315,340
Central,2x10 #2,2025-04-04,335,340,350,355,355,320,335
Central,2x12 #2,2025-04-04,325,325,350,340,435,405,650
East,2x4 #1,2025-04-04,550,525,505,550,545,490,475
East,2x6 #1,2025-04-04,425,380,420,410,430,375,445
East,2x8 #1,2025-04-04,435,355,430,390,415,360,375
East,2x10 #1,2025-04-04,410,425,480,440,460,355,590
East,2x12 #1,2025-04-04,535,445,435,405,485,470,1045
East,2x4 #2,2025-04-04,535,490,465,505,520,455,435
East,2x6 #2,2025-04-04,325,350,360,380,370,355,335
East,2x8 #2,2025-04-04,350,345,365,370,375,335,355
East,2x10 #2,2025-04-04,360,375,400,400,400,340,370
East,2x12 #2,2025-04-04,295,325,350,315,415,390,670
West,2x4 #1,2025-04-11,475,430,445,460,540,455,475
West,2x6 #1,2025-04-11,365,385,420,410,435,380,405
West,2x8 #1,2025-04-11,370,375,405,360,400,350,415
West,2x10 #1,2025-04-11,400,450,450,390,440,350,545
West,2x12 #1,2025-04-11,540,535,425,445,515,465,795
West,2x4 #2,2025-04-11,465,410,410,425,475,415,425
West,2x6 #2,2025-04-11,350,355,390,370,385,350,355
West,2x8 #2,2025-04-11,340,320,330,345,370,325,360
West,2x10 #2,2025-04-11,335,340,340,345,360,295,330
West,2x12 #2,2025-04-11,340,390,375,425,500,445,650
Central,2x4 #1,2025-04-11,510,475,480,515,525,465,460
Central,2x6 #1,2025-04-11,370,400,415,410,420,400,420
Central,2x8 #1,2025-04-11,380,395,400,410,380,380,390
Central,2x10 #1,2025-04-11,380,460,440,420,450,370,565
Central,2x12 #1,2025-04-11,490,520,495,455,510,615,955
Central,2x4 #2,2025-04-11,470,420,425,455,470,410,430
Central,2x6 #2,2025-04-11,340,355,345,345,350,350,345
Central,2x8 #2,2025-04-11,330,330,335,355,335,320,340
Central,2x10 #2,2025-04-11,350,360,375,375,375,340,355
Central,2x12 #2,2025-04-11,335,325,360,345,440,405,650
East,2x4 #1,2025-04-11,565,530,515,560,560,505,490
East,2x6 #1,2025-04-11,425,380,420,400,430,375,445
East,2x8 #1,2025-04-11,435,355,430,390,415,360,375
East,2x10 #1,2025-04-11,420,440,495,460,475,365,560
East,2x12 #1,2025-04-11,525,445,425,405,475,470,1025
East,2x4 #2,2025-04-11,550,500,480,520,540,465,445
East,2x6 #2,2025-04-11,325,350,360,380,370,355,335
East,2x8 #2,2025-04-11,355,345,365,370,380,335,355
East,2x10 #2,2025-04-11,375,395,420,415,420,350,380
East,2x12 #2,2025-04-11,295,325,355,320,415,390,670
West,2x4 #1,2025-04-18,495,450,465,480,560,475,495
West,2x6 #1,2025-04-18,365,385,420,410,435,380,405
West,2x8 #1,2025-04-18,375,380,410,365,405,355,420
West,2x10 #1,2025-04-18,440,490,490,430,480,390,585
West,2x12 #1,2025-04-18,545,540,430,450,520,470,800
West,2x4 #2,2025-04-18,480,425,425,440,490,430,440
West,2x6 #2,2025-04-18,355,360,395,375,390,355,360
West,2x8 #2,2025-04-18,350,330,345,360,385,340,375
West,2x10 #2,2025-04-18,365,370,370,375,390,325,360
West,2x12 #2,2025-04-18,350,400,385,435,510,455,660
Central,2x4 #1,2025-04-18,525,485,490,530,550,480,475
Central,2x6 #1,2025-04-18,370,405,415,410,420,400,420
Central,2x8 #1,2025-04-18,390,405,405,400,390,390,390
Central,2x10 #1,2025-04-18,405,480,465,445,470,390,585
Central,2x12 #1,2025-04-18,500,535,495,455,510,615,955
Central,2x4 #2,2025-04-18,490,430,440,470,485,425,435
Central,2x6 #2,2025-04-18,340,355,350,350,355,355,345
Central,2x8 #2,2025-04-18,340,340,345,365,345,330,350
Central,2x10 #2,2025-04-18,365,385,395,400,400,360,375
Central,2x12 #2,2025-04-18,335,335,370,360,455,420,665
East,2x4 #1,2025-04-18,580,540,525,575,580,525,505
East,2x6 #1,2025-04-18,425,385,420,400,430,375,445
East,2x8 #1,2025-04-18,440,360,435,395,420,360,375
East,2x10 #1,2025-04-18,435,460,500,485,485,375,560
East,2x12 #1,2025-04-18,525,435,425,395,450,470,1015
East,2x4 #2,2025-04-18,565,515,500,535,560,475,455
East,2x6 #2,2025-04-18,325,350,365,380,375,355,335
East,2x8 #2,2025-04-18,360,350,365,370,390,335,355
East,2x10 #2,2025-04-18,390,415,435,435,440,360,400
East,2x12 #2,2025-04-18,300,325,360,325,420,380,645
West,2x4 #1,2025-04-25,495,450,465,485,565,480,500
West,2x6 #1,2025-04-25,370,390,425,415,440,385,410
West,2x8 #1,2025-04-25,380,385,415,370,410,360,425
West,2x10 #1,2025-04-25,465,515,515,455,505,415,585
West,2x12 #1,2025-04-25,550,545,435,455,525,475,805
West,2x4 #2,2025-04-25,480,430,430,455,505,440,455
West,2x6 #2,2025-04-25,360,365,400,380,395,360,365
West,2x8 #2,2025-04-25,355,335,350,365,390,345,380
West,2x10 #2,2025-04-25,390,395,395,400,415,350,385
West,2x12 #2,2025-04-25,355,405,390,440,515,460,665
Central,2x4 #1,2025-04-25,545,500,505,545,565,505,500
Central,2x6 #1,2025-04-25,375,405,410,410,420,400,420
Central,2x8 #1,2025-04-25,400,410,415,400,400,390,400
Central,2x10 #1,2025-04-25,425,495,485,465,475,400,595
Central,2x12 #1,2025-04-25,515,545,495,455,510,615,965
Central,2x4 #2,2025-04-25,500,440,450,480,500,435,445
Central,2x6 #2,2025-04-25,345,360,355,355,360,355,350
Central,2x8 #2,2025-04-25,345,345,350,370,350,340,355
Central,2x10 #2,2025-04-25,385,405,415,420,415,375,390
Central,2x12 #2,2025-04-25,340,340,375,370,455,430,670
East,2x4 #1,2025-04-25,595,550,530,580,595,535,515
East,2x6 #1,2025-04-25,425,385,420,400,430,375,445
East,2x8 #1,2025-04-25,445,360,435,395,415,360,375
East,2x10 #1,2025-04-25,445,470,510,500,500,380,560
East,2x12 #1,2025-04-25,525,435,425,395,460,470,1015
East,2x4 #2,2025-04-25,580,525,510,545,575,485,465
East,2x6 #2,2025-04-25,325,350,370,380,385,355,335
East,2x8 #2,2025-04-25,365,355,365,375,400,335,350
East,2x10 #2,2025-04-25,405,430,450,450,460,370,420
East,2x12 #2,2025-04-25,305,330,375,335,425,380,645
West,2x4 #1,2025-05-02,500,450,465,490,570,480,500
West,2x6 #1,2025-05-02,370,390,425,415,435,380,400
West,2x8 #1,2025-05-02,380,385,415,370,410,360,425
West,2x10 #1,2025-05-02,475,525,525,465,515,425,595
West,2x12 #1,2025-05-02,550,545,435,455,525,475,805
West,2x4 #2,2025-05-02,490,435,435,460,515,445,460
West,2x6 #2,2025-05-02,360,365,400,380,395,360,365
West,2x8 #2,2025-05-02,355,335,350,365,390,345,380
West,2x10 #2,2025-05-02,400,405,405,410,425,360,395
West,2x12 #2,2025-05-02,355,405,390,440,515,460,665
Central,2x4 #1,2025-05-02,550,500,505,550,575,515,510
Central,2x6 #1,2025-05-02,375,395,400,410,410,390,410
Central,2x8 #1,2025-05-02,400,410,415,400,400,390,400
Central,2x10 #1,2025-05-02,440,510,495,475,485,410,595
Central,2x12 #1,2025-05-02,525,545,495,440,500,615,945
Central,2x4 #2,2025-05-02,510,445,440,480,510,440,445
Central,2x6 #2,2025-05-02,335,355,350,350,355,350,350
Central,2x8 #2,2025-05-02,350,345,350,370,350,345,355
Central,2x10 #2,2025-05-02,390,415,420,425,420,380,390
Central,2x12 #2,2025-05-02,340,345,375,365,455,435,665
East,2x4 #1,2025-05-02,605,550,530,580,605,535,515
East,2x6 #1,2025-05-02,415,385,415,400,430,370,435
East,2x8 #1,2025-05-02,445,360,425,385,405,355,370
East,2x10 #1,2025-05-02,445,470,510,500,500,380,540
East,2x12 #1,2025-05-02,525,445,430,400,465,480,990
East,2x4 #2,2025-05-02,590,525,510,545,585,490,470
East,2x6 #2,2025-05-02,325,350,370,380,380,350,335
East,2x8 #2,2025-05-02,365,355,365,370,385,330,345
East,2x10 #2,2025-05-02,405,425,450,450,475,365,420
East,2x12 #2,2025-05-02,305,330,375,335,425,380,630
West,2x4 #1,2025-05-09,495,430,445,470,570,480,500
West,2x6 #1,2025-05-09,350,370,405,395,415,360,380
West,2x8 #1,2025-05-09,375,380,410,365,405,355,420
West,2x10 #1,2025-05-09,475,525,525,465,515,425,595
West,2x12 #1,2025-05-09,550,545,435,455,525,475,805
West,2x4 #2,2025-05-09,490,425,425,460,525,445,460
West,2x6 #2,2025-05-09,345,350,385,365,380,345,350
West,2x8 #2,2025-05-09,350,330,345,360,385,340,375
West,2x10 #2,2025-05-09,400,405,405,410,425,360,395
West,2x12 #2,2025-05-09,355,405,390,440,515,460,665
Central,2x4 #1,2025-05-09,540,490,495,540,575,510,510
Central,2x6 #1,2025-05-09,350,370,375,380,385,365,385
Central,2x8 #1,2025-05-09,385,395,405,380,385,380,370
Central,2x10 #1,2025-05-09,440,510,500,480,485,415,585
Central,2x12 #1,2025-05-09,520,545,490,430,490,585,920
Central,2x4 #2,2025-05-09,510,435,430,470,510,435,440
Central,2x6 #2,2025-05-09,315,335,325,330,335,335,330
Central,2x8 #2,2025-05-09,340,335,340,355,350,335,345
Central,2x10 #2,2025-05-09,380,410,420,420,415,375,390
Central,2x12 #2,2025-05-09,340,345,375,360,455,435,655
East,2x4 #1,2025-05-09,605,535,515,565,605,530,515
East,2x6 #1,2025-05-09,400,375,405,385,415,355,420
East,2x8 #1,2025-05-09,440,355,415,370,390,345,365
East,2x10 #1,2025-05-09,440,460,505,490,500,380,520
East,2x12 #1,2025-05-09,525,445,430,400,470,490,960
East,2x4 #2,2025-05-09,590,515,500,535,590,490,475
East,2x6 #2,2025-05-09,315,340,350,360,365,340,325
East,2x8 #2,2025-05-09,355,345,350,360,375,320,330
East,2x10 #2,2025-05-09,405,425,440,450,480,360,420
East,2x12 #2,2025-05-09,305,330,375,335,430,380,615
West,2x4 #1,2025-05-16,485,420,435,460,560,470,490
West,2x6 #1,2025-05-16,330,350,385,375,395,340,360
West,2x8 #1,2025-05-16,365,370,400,355,395,345,410
West,2x10 #1,2025-05-16,470,520,520,460,510,420,590
West,2x12 #1,2025-05-16,540,535,425,445,515,465,795
West,2x4 #2,2025-05-16,480,410,410,450,525,435,450
West,2x6 #2,2025-05-16,320,330,365,345,360,320,325
West,2x8 #2,2025-05-16,345,320,335,350,380,330,365
West,2x10 #2,2025-05-16,395,400,400,405,420,355,390
West,2x12 #2,2025-05-16,345,395,375,425,500,450,655
Central,2x4 #1,2025-05-16,525,470,470,520,565,495,490
Central,2x6 #1,2025-05-16,330,350,355,350,360,335,360
Central,2x8 #1,2025-05-16,370,380,385,360,375,360,355
Central,2x10 #1,2025-05-16,440,510,495,480,480,410,565
Central,2x12 #1,2025-05-16,500,530,480,415,475,565,900
Central,2x4 #2,2025-05-16,495,420,415,455,495,420,425
Central,2x6 #2,2025-05-16,290,300,295,295,305,305,305
Central,2x8 #2,2025-05-16,320,320,325,340,340,320,325
Central,2x10 #2,2025-05-16,360,395,410,410,395,355,380
Central,2x12 #2,2025-05-16,325,335,370,350,450,430,640
East,2x4 #1,2025-05-16,585,510,485,540,590,515,505
East,2x6 #1,2025-05-16,375,355,390,360,385,345,400
East,2x8 #1,2025-05-16,430,340,385,350,370,335,350
East,2x10 #1,2025-05-16,420,445,485,480,485,380,495
East,2x12 #1,2025-05-16,515,445,425,395,470,495,910
East,2x4 #2,2025-05-16,565,480,470,520,575,485,465
East,2x6 #2,2025-05-16,290,310,320,330,330,320,300
East,2x8 #2,2025-05-16,340,330,335,340,355,305,315
East,2x10 #2,2025-05-16,385,415,425,440,470,350,410
East,2x12 #2,2025-05-16,305,325,365,325,425,380,585
West,2x4 #1,2025-05-23,470,395,405,430,545,440,460
West,2x6 #1,2025-05-23,300,315,350,345,365,310,325
West,2x8 #1,2025-05-23,345,350,380,335,375,325,390
West,2x10 #1,2025-05-23,455,505,505,445,495,405,575
West,2x12 #1,2025-05-23,520,515,405,415,490,435,760
West,2x4 #2,2025-05-23,465,385,380,420,515,415,430
West,2x6 #2,2025-05-23,290,295,325,315,325,285,285
West,2x8 #2,2025-05-23,325,300,315,330,360,310,345
West,2x10 #2,2025-05-23,380,385,385,390,405,340,375
West,2x12 #2,2025-05-23,330,380,360,410,480,430,635
Central,2x4 #1,2025-05-23,495,445,450,495,535,475,470
Central,2x6 #1,2025-05-23,305,325,330,325,335,310,340
Central,2x8 #1,2025-05-23,350,360,360,335,350,340,335
Central,2x10 #1,2025-05-23,430,500,490,465,465,400,525
Central,2x12 #1,2025-05-23,485,515,465,395,460,540,875
Central,2x4 #2,2025-05-23,460,385,390,430,475,395,400
Central,2x6 #2,2025-05-23,270,275,275,275,285,280,285
Central,2x8 #2,2025-05-23,295,295,305,320,320,305,300
Central,2x10 #2,2025-05-23,340,380,390,390,375,340,365
Central,2x12 #2,2025-05-23,310,325,360,335,440,420,610
East,2x4 #1,2025-05-23,555,475,460,510,565,495,490
East,2x6 #1,2025-05-23,345,335,370,335,360,330,385
East,2x8 #1,2025-05-23,405,325,370,335,350,320,335
East,2x10 #1,2025-05-23,400,425,460,460,465,370,475
East,2x12 #1,2025-05-23,500,440,425,385,455,495,895
East,2x4 #2,2025-05-23,530,450,440,495,545,475,460
East,2x6 #2,2025-05-23,275,290,300,305,305,305,300
East,2x8 #2,2025-05-23,325,310,320,325,335,295,295
East,2x10 #2,2025-05-23,365,395,405,420,450,340,395
East,2x12 #2,2025-05-23,305,320,360,320,415,380,570
West,2x4 #1,2025-05-30,450,375,385,410,525,420,440
West,2x6 #1,2025-05-30,275,290,325,320,340,285,300
West,2x8 #1,2025-05-30,330,335,365,320,360,310,375
West,2x10 #1,2025-05-30,445,495,495,435,485,395,565
West,2x12 #1,2025-05-30,505,500,390,400,475,420,730
West,2x4 #2,2025-05-30,445,365,360,400,490,395,410
West,2x6 #2,2025-05-30,265,270,300,290,300,255,255
West,2x8 #2,2025-05-30,310,285,300,315,345,295,330
West,2x10 #2,2025-05-30,370,375,375,380,395,330,365
West,2x12 #2,2025-05-30,315,365,345,395,465,415,610
Central,2x4 #1,2025-05-30,475,425,425,470,515,455,445
Central,2x6 #1,2025-05-30,290,305,310,310,325,290,325
Central,2x8 #1,2025-05-30,330,340,340,315,330,320,315
Central,2x10 #1,2025-05-30,415,485,475,450,450,385,500
Central,2x12 #1,2025-05-30,470,500,445,375,445,510,845
Central,2x4 #2,2025-05-30,435,360,365,410,450,365,380
Central,2x6 #2,2025-05-30,260,265,265,265,275,265,275
Central,2x8 #2,2025-05-30,275,275,290,300,305,295,290
Central,2x10 #2,2025-05-30,320,365,375,375,360,330,350
Central,2x12 #2,2025-05-30,305,320,350,325,430,410,600
East,2x4 #1,2025-05-30,535,450,440,485,545,475,475
East,2x6 #1,2025-05-30,330,325,355,325,345,320,370
East,2x8 #1,2025-05-30,385,315,355,325,340,310,325
East,2x10 #1,2025-05-30,385,405,440,445,445,360,455
East,2x12 #1,2025-05-30,485,435,415,380,440,490,875
East,2x4 #2,2025-05-30,500,425,420,475,525,455,445
East,2x6 #2,2025-05-30,265,285,290,295,295,295,290
East,2x8 #2,2025-05-30,310,300,310,315,325,285,285
East,2x10 #2,2025-05-30,345,380,395,405,435,330,385
East,2x12 #2,2025-05-30,300,310,350,315,405,375,550
West,2x4 #1,2025-06-06,435,355,365,390,505,400,420
West,2x6 #1,2025-06-06,255,270,305,300,320,265,280
West,2x8 #1,2025-06-06,310,315,345,300,340,290,355
West,2x10 #1,2025-06-06,425,475,475,415,460,370,530
West,2x12 #1,2025-06-06,490,470,370,375,450,395,680
West,2x4 #2,2025-06-06,430,340,335,375,475,375,390
West,2x6 #2,2025-06-06,245,250,280,270,280,245,235
West,2x8 #2,2025-06-06,290,265,280,295,325,275,310
West,2x10 #2,2025-06-06,345,350,350,350,365,305,335
West,2x12 #2,2025-06-06,305,355,320,365,435,390,580
Central,2x4 #1,2025-06-06,460,405,405,445,495,435,425
Central,2x6 #1,2025-06-06,285,295,305,300,310,290,315
Central,2x8 #1,2025-06-06,315,325,325,310,315,310,300
Central,2x10 #1,2025-06-06,405,480,465,440,440,380,475
Central,2x12 #1,2025-06-06,455,485,430,365,435,480,830
Central,2x4 #2,2025-06-06,410,335,335,385,425,345,360
Central,2x6 #2,2025-06-06,250,255,255,255,260,255,260
Central,2x8 #2,2025-06-06,260,265,275,285,290,280,280
Central,2x10 #2,2025-06-06,295,340,350,350,335,305,325
Central,2x12 #2,2025-06-06,295,310,340,310,410,390,570
East,2x4 #1,2025-06-06,510,430,425,470,525,460,465
East,2x6 #1,2025-06-06,315,315,345,315,335,320,370
East,2x8 #1,2025-06-06,370,315,340,320,330,310,325
East,2x10 #1,2025-06-06,370,395,425,435,425,350,435
East,2x12 #1,2025-06-06,475,435,415,370,430,480,850
East,2x4 #2,2025-06-06,465,400,395,450,495,435,435
East,2x6 #2,2025-06-06,255,275,275,285,280,295,290
East,2x8 #2,2025-06-06,300,295,300,305,315,280,280
East,2x10 #2,2025-06-06,320,365,375,390,415,320,375
East,2x12 #2,2025-06-06,300,305,340,310,390,375,530
West,2x4 #1,2025-06-13,415,335,345,370,485,380,400
West,2x6 #1,2025-06-13,255,270,305,300,320,265,280
West,2x8 #1,2025-06-13,305,310,340,295,335,285,350
West,2x10 #1,2025-06-13,410,460,460,400,445,355,515
West,2x12 #1,2025-06-13,470,455,355,360,435,380,660
West,2x4 #2,2025-06-13,410,320,315,350,455,350,365
West,2x6 #2,2025-06-13,245,250,280,270,280,245,235
West,2x8 #2,2025-06-13,285,260,275,290,320,265,300
West,2x10 #2,2025-06-13,330,335,335,340,350,295,325
West,2x12 #2,2025-06-13,290,340,305,350,420,375,560
Central,2x4 #1,2025-06-13,435,385,385,420,470,415,405
Central,2x6 #1,2025-06-13,285,295,305,300,310,290,315
Central,2x8 #1,2025-06-13,310,320,325,310,315,310,300
Central,2x10 #1,2025-06-13,400,470,455,430,430,380,465
Central,2x12 #1,2025-06-13,445,465,425,365,430,475,820
Central,2x4 #2,2025-06-13,390,310,310,365,400,335,345
Central,2x6 #2,2025-06-13,250,255,255,255,260,255,260
Central,2x8 #2,2025-06-13,260,255,265,275,290,270,270
Central,2x10 #2,2025-06-13,275,320,330,330,320,285,305
Central,2x12 #2,2025-06-13,290,300,335,310,390,370,535
East,2x4 #1,2025-06-13,480,415,410,450,495,455,465
East,2x6 #1,2025-06-13,315,315,345,320,335,320,370
East,2x8 #1,2025-06-13,365,315,340,320,330,310,325
East,2x10 #1,2025-06-13,360,385,415,430,415,350,420
East,2x12 #1,2025-06-13,460,435,415,370,430,480,850
East,2x4 #2,2025-06-13,440,385,380,430,460,425,425
East,2x6 #2,2025-06-13,255,275,280,285,280,295,290
East,2x8 #2,2025-06-13,300,295,300,305,315,280,280
East,2x10 #2,2025-06-13,305,350,365,380,395,310,360
East,2x12 #2,2025-06-13,300,305,340,305,380,370,525
West,2x4 #1,2025-06-19,395,315,325,350,465,360,380
West,2x6 #1,2025-06-19,255,270,305,300,320,265,280
West,2x8 #1,2025-06-19,300,305,335,290,330,280,345
West,2x10 #1,2025-06-19,390,440,440,380,425,335,495
West,2x12 #1,2025-06-19,440,425,325,330,405,350,630
West,2x4 #2,2025-06-19,390,300,295,330,435,330,345
West,2x6 #2,2025-06-19,245,250,280,270,280,245,235
West,2x8 #2,2025-06-19,280,255,270,285,315,260,295
West,2x10 #2,2025-06-19,310,315,315,320,330,275,305
West,2x12 #2,2025-06-19,270,310,285,320,390,345,550
Central,2x4 #1,2025-06-19,425,380,380,410,460,405,395
Central,2x6 #1,2025-06-19,285,295,310,305,315,290,315
Central,2x8 #1,2025-06-19,310,320,325,310,320,310,300
Central,2x10 #1,2025-06-19,385,455,440,410,410,360,450
Central,2x12 #1,2025-06-19,435,460,415,350,415,435,750
Central,2x4 #2,2025-06-19,380,300,300,350,385,325,335
Central,2x6 #2,2025-06-19,255,255,260,265,270,265,265
Central,2x8 #2,2025-06-19,260,255,265,275,290,270,270
Central,2x10 #2,2025-06-19,255,305,310,315,300,270,285
Central,2x12 #2,2025-06-19,285,300,330,300,370,355,510
East,2x4 #1,2025-06-19,465,405,400,440,480,440,445
East,2x6 #1,2025-06-19,316,316,345,330,335,320,370
East,2x8 #1,2025-06-19,370,315,345,320,330,315,320
East,2x10 #1,2025-06-19,360,375,415,425,410,350,420
East,2x12 #1,2025-06-19,460,435,415,370,430,480,850
East,2x4 #2,2025-06-19,425,370,370,420,445,415,415
East,2x6 #2,2025-06-19,260,280,290,295,290,300,290
East,2x8 #2,2025-06-19,300,295,300,305,315,280,275
East,2x10 #2,2025-06-19,295,340,355,375,385,300,355
East,2x12 #2,2025-06-19,300,305,340,305,365,370,505
West,2x4 #1,2025-06-27,400,320,330,355,475,365,380
West,2x6 #1,2025-06-27,275,270,320,315,335,285,295
West,2x8 #1,2025-06-27,320,325,335,295,335,300,330
West,2x10 #1,2025-06-27,375,430,430,365,415,320,470
West,2x12 #1,2025-06-27,440,420,325,320,395,340,620
West,2x4 #2,2025-06-27,380,285,285,320,425,315,325
West,2x6 #2,2025-06-27,260,265,295,285,295,260,250
West,2x8 #2,2025-06-27,290,270,285,285,325,275,305
West,2x10 #2,2025-06-27,285,290,290,290,310,250,275
West,2x12 #2,2025-06-27,260,300,275,310,370,325,470
Central,2x4 #1,2025-06-27,425,375,375,405,450,405,395
Central,2x6 #1,2025-06-27,290,295,320,315,315,300,325
Central,2x8 #1,2025-06-27,315,325,330,315,320,310,310
Central,2x10 #1,2025-06-27,365,445,425,390,395,345,435
Central,2x12 #1,2025-06-27,430,455,415,330,395,415,690
Central,2x4 #2,2025-06-27,375,295,290,340,375,315,325
Central,2x6 #2,2025-06-27,265,265,275,275,280,275,280
Central,2x8 #2,2025-06-27,265,260,270,275,290,275,275
Central,2x10 #2,2025-06-27,250,300,295,300,290,265,270
Central,2x12 #2,2025-06-27,275,300,325,295,355,345,500
East,2x4 #1,2025-06-27,455,400,385,430,465,435,430
East,2x6 #1,2025-06-27,325,325,360,340,340,320,375
East,2x8 #1,2025-06-27,370,325,355,325,330,325,320
East,2x10 #1,2025-06-27,345,375,405,415,400,350,410
East,2x12 #1,2025-06-27,450,435,415,370,430,490,835
East,2x4 #2,2025-06-27,410,355,360,405,430,405,410
East,2x6 #2,2025-06-27,270,290,300,305,300,310,295
East,2x8 #2,2025-06-27,300,300,305,305,315,280,285
East,2x10 #2,2025-06-27,280,330,340,360,365,290,350
East,2x12 #2,2025-06-27,300,305,340,305,360,370,485
West,2x4 #1,2025-07-03,400,320,330,355,475,365,380
West,2x6 #1,2025-07-03,285,280,330,325,345,295,305
West,2x8 #1,2025-07-03,325,330,340,300,340,305,335
West,2x10 #1,2025-07-03,365,420,420,355,405,310,460
West,2x12 #1,2025-07-03,440,420,325,320,395,340,620
West,2x4 #2,2025-07-03,380,285,285,320,425,315,325
West,2x6 #2,2025-07-03,270,275,305,295,305,270,260
West,2x8 #2,2025-07-03,295,275,290,290,330,280,310
West,2x10 #2,2025-07-03,285,290,290,290,310,250,275
West,2x12 #2,2025-07-03,260,300,275,305,365,315,460
Central,2x4 #1,2025-07-03,425,375,375,405,445,400,395
Central,2x6 #1,2025-07-03,300,310,330,325,330,310,335
Central,2x8 #1,2025-07-03,325,335,340,325,330,315,315
Central,2x10 #1,2025-07-03,365,440,420,385,385,335,425
Central,2x12 #1,2025-07-03,425,450,405,320,385,405,660
Central,2x4 #2,2025-07-03,370,290,290,330,370,310,325
Central,2x6 #2,2025-07-03,275,280,290,285,290,285,290
Central,2x8 #2,2025-07-03,275,270,280,280,300,280,285
Central,2x10 #2,2025-07-03,250,300,295,300,290,260,270
Central,2x12 #2,2025-07-03,270,300,325,295,350,330,480
East,2x4 #1,2025-07-03,440,395,385,420,450,425,415
East,2x6 #1,2025-07-03,335,335,370,350,345,330,375
East,2x8 #1,2025-07-03,380,335,365,335,340,340,335
East,2x10 #1,2025-07-03,345,375,405,415,400,350,410
East,2x12 #1,2025-07-03,450,435,420,370,430,495,820
East,2x4 #2,2025-07-03,400,345,350,395,415,395,400
East,2x6 #2,2025-07-03,280,300,310,315,310,315,300
East,2x8 #2,2025-07-03,310,300,310,310,320,290,295
East,2x10 #2,2025-07-03,275,325,340,360,365,290,350
East,2x12 #2,2025-07-03,305,305,345,305,360,370,485
West,2x4 #1,2025-07-11,415,335,345,370,490,380,395
West,2x6 #1,2025-07-11,300,300,345,340,360,310,320
West,2x8 #1,2025-07-11,335,340,350,320,350,320,340
West,2x10 #1,2025-07-11,355,410,410,355,400,305,450
West,2x12 #1,2025-07-11,440,420,335,320,395,340,620
West,2x4 #2,2025-07-11,385,300,300,335,435,325,330
West,2x6 #2,2025-07-11,280,285,315,305,315,280,270
West,2x8 #2,2025-07-11,305,285,305,305,345,295,325
West,2x10 #2,2025-07-11,285,290,290,290,310,250,275
West,2x12 #2,2025-07-11,275,310,295,300,375,315,460
Central,2x4 #1,2025-07-11,425,375,375,395,445,400,400
Central,2x6 #1,2025-07-11,310,320,340,335,340,320,345
Central,2x8 #1,2025-07-11,335,345,350,335,345,335,330
Central,2x10 #1,2025-07-11,365,440,420,385,385,335,435
Central,2x12 #1,2025-07-11,425,450,405,320,385,405,645
Central,2x4 #2,2025-07-11,370,295,295,340,375,320,330
Central,2x6 #2,2025-07-11,280,290,300,295,300,295,295
Central,2x8 #2,2025-07-11,285,280,285,285,310,285,290
Central,2x10 #2,2025-07-11,250,300,295,300,290,260,270
Central,2x12 #2,2025-07-11,275,300,330,295,350,330,450
East,2x4 #1,2025-07-11,435,390,380,420,445,420,420
East,2x6 #1,2025-07-11,345,345,380,360,350,335,375
East,2x8 #1,2025-07-11,390,350,375,340,350,350,345
East,2x10 #1,2025-07-11,350,375,410,420,400,355,415
East,2x12 #1,2025-07-11,450,435,430,375,430,505,795
East,2x4 #2,2025-07-11,390,340,345,390,415,390,400
East,2x6 #2,2025-07-11,285,310,320,320,320,320,305
East,2x8 #2,2025-07-11,315,305,320,320,325,295,300
East,2x10 #2,2025-07-11,275,325,340,360,365,290,350
East,2x12 #2,2025-07-11,310,310,355,305,360,370,480
West,2x4 #1,2025-07-18,425,345,355,380,500,390,405
West,2x6 #1,2025-07-18,305,305,350,345,365,315,325
